-6.588395e-01 7.522835e-01
5.725672e-01 8.198578e-01
-8.396620e-01 5.431094e-01
-8.328475e-01 5.535026e-01
-9.994500e-01 -3.316068e-02
9.546524e-01 -2.977228e-01
-8.216876e-01 -5.699382e-01
5.715907e-01 -8.205389e-01
-7.100317e-01 -7.041697e-01
9.652684e-01 -2.612603e-01
9.021016e-01 4.315237e-01
9.952689e-01 -9.715922e-02
-3.095142e-01 -9.508948e-01
9.973363e-01 -7.294036e-02
6.427771e-01 7.660533e-01
-3.144133e-01 9.492862e-01
9.913048e-01 -1.315856e-01
6.894263e-02 9.976206e-01
-9.999649e-01 -8.376796e-03
9.857857e-01 -1.680079e-01
-4.251214e-01 9.051363e-01
9.840771e-02 9.951462e-01
-9.504644e-01 3.108333e-01
4.583284e-01 -8.887829e-01
6.174135e-01 7.866388e-01
-7.552238e-01 -6.554670e-01
-1.840812e-01 -9.829110e-01
-3.322023e-01 9.432081e-01
-1.366646e-01 -9.906174e-01
-9.017406e-01 4.322775e-01
-2.673832e-01 -9.635903e-01
1.154008e-01 9.933190e-01
8.370300e-01 -5.471570e-01
3.719006e-01 -9.282725e-01
7.104382e-01 7.037596e-01
7.831522e-02 9.969286e-01
8.551501e-01 5.183805e-01
9.725230e-01 2.328068e-01
8.972015e-01 4.416213e-01
-1.481635e-01 9.889629e-01
-9.766020e-01 2.150547e-01
4.933820e-01 -8.698127e-01
-9.782859e-01 2.072600e-01
6.731219e-01 -7.395315e-01
5.293144e-01 8.484258e-01
-7.202996e-01 -6.936631e-01
7.225873e-01 -6.912797e-01
-5.822852e-01 8.129846e-01
9.900122e-01 -1.409816e-01
5.023995e-01 -8.646356e-01
-3.955809e-01 -9.184311e-01
-3.125707e-01 9.498945e-01
-7.813265e-01 6.241225e-01
-8.114689e-01 -5.843955e-01
8.975295e-01 -4.409545e-01
-7.940528e-01 -6.078489e-01
-4.978142e-01 8.672837e-01
-9.711817e-01 -2.383404e-01
6.982798e-01 7.158249e-01
-9.345170e-01 -3.559186e-01
-6.859728e-01 -7.276272e-01
-5.075491e-01 -8.616228e-01
-4.535168e-01 8.912477e-01
-7.098759e-01 -7.043268e-01
-1.078965e-01 9.941621e-01
-9.078328e-01 4.193323e-01
-5.287777e-01 -8.487603e-01
8.424676e-01 5.387470e-01
1.546727e-01 -9.879658e-01
9.621376e-01 2.725640e-01
-9.348043e-01 -3.551632e-01
9.894668e-01 -1.447602e-01
9.855761e-01 1.692326e-01
-2.039307e-02 -9.997920e-01
9.083462e-01 4.182191e-01
5.278482e-02 9.986059e-01
-7.004670e-01 -7.136848e-01
9.308124e-01 -3.654973e-01
-7.795632e-01 -6.263236e-01
9.997074e-01 2.419051e-02
7.992724e-01 6.009689e-01
-4.717468e-01 8.817341e-01
-8.109595e-01 5.851023e-01
9.518362e-01 3.066069e-01
8.093378e-01 5.873434e-01
-2.802168e-02 -9.996073e-01
-1.355298e-01 9.907733e-01
8.725987e-01 4.884378e-01
-8.267820e-01 5.625224e-01
-4.038796e-01 -9.148122e-01
5.884450e-01 8.085373e-01
-9.389204e-01 -3.441343e-01
9.018444e-01 -4.320609e-01
-9.999884e-01 -4.811479e-03
-4.617431e-01 8.870137e-01
-8.615910e-01 5.076031e-01
-8.755847e-01 4.830646e-01
-8.322629e-01 -5.543812e-01
7.785392e-01 6.275959e-01
-2.067062e-02 9.997863e-01
-7.936939e-01 -6.083173e-01
2.068073e-01 9.783817e-01
8.237391e-01 -5.669690e-01
-5.412009e-01 8.408933e-01
4.105420e-01 -9.118417e-01
8.401130e-01 -5.424114e-01
-1.520202e-01 9.883774e-01
3.475697e-02 -9.993958e-01
-5.432654e-01 8.395610e-01
3.722024e-01 9.281516e-01
-9.860685e-01 -1.663399e-01
-7.637625e-01 6.454973e-01
4.189388e-01 -9.080145e-01
9.650295e-01 -2.621412e-01
-9.191645e-01 -3.938738e-01
-4.009359e-01 -9.161061e-01
7.773254e-01 -6.290988e-01
-6.019610e-01 7.985255e-01
-1.785531e-01 9.839303e-01
2.186055e-01 9.758133e-01
-9.733421e-01 2.293581e-01
-7.233321e-01 -6.905003e-01
9.983379e-01 5.763258e-02
-8.874514e-01 4.609013e-01
-9.996951e-01 2.469261e-02
-7.741643e-01 6.329847e-01
2.452490e-01 9.694601e-01
9.770940e-01 2.128081e-01
6.256359e-01 7.801152e-01
5.488870e-01 -8.358965e-01
9.899470e-01 -1.414388e-01
-9.435656e-02 -9.955385e-01
-9.092132e-01 4.163307e-01
9.935873e-01 1.130676e-01
-8.784892e-01 -4.777623e-01
2.073906e-01 9.782582e-01
1.816377e-01 9.833655e-01
4.611289e-01 -8.873332e-01
6.106165e-01 -7.919265e-01
-4.534983e-01 8.912571e-01
-2.386900e-02 9.997151e-01
-9.955868e-01 -9.384526e-02
-8.854834e-01 -4.646710e-01
-9.911391e-01 1.328284e-01
-7.282026e-01 6.853620e-01
-5.936366e-02 -9.982364e-01
9.635178e-01 2.676444e-01
-9.979920e-01 -6.334035e-02
-3.669698e-01 -9.302328e-01
3.721473e-01 -9.281737e-01
-7.336460e-01 -6.795319e-01
9.778946e-01 2.090986e-01
